label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
r,0.5581410570842463,0.9452563347268839,1.3259734714665683e-06,0.7954706157126078,0.8204975021319563,-0.104060098528862,0.8112892523044493,0.6409907514641598,-0.10998895019292831,0.5658222058924233,0.5106456780634007,-0.10462699830532074,0.34393577459381847,0.4026887436874774,-0.08782757818698883,0.8788240770014321,0.4962779867882822,0.013604456558823586,0.7645301353640672,0.3122879650746407,-0.01195785403251648,0.647955661866723,0.19622536667254792,-0.03206229954957962,0.5334629896210461,0.09586495244536414,-0.04427364468574524,0.6616004734504514,0.4915452110333269,0.03945588320493698,0.7107039428338772,0.2859038104530142,0.0036814892664551735,0.6959897366965689,0.16014906271499077,-0.024720093235373497,0.6829630688923162,0.058258069663488565,-0.03257289528846741,0.45270741858133456,0.527036521281181,0.04491468518972397,0.3108650097032873,0.40654023889066127,-0.05578115954995155,0.35651402647902325,0.5334088087749749,-0.09103798121213913,0.4322657149012496,0.6182490249975723,-0.07541860640048981,0.2546827618668719,0.5824870395393265,0.04397263750433922,0.12716073233906816,0.47842647915794734,-0.04196424409747124,0.1806125059360411,0.5496550982071906,-0.05854741111397743,0.257787873105305,0.6106204318733108,-0.047114819288253784
r,0.6230253649920952,0.9459142818504355,1.1412718095016317e-06,0.861061602104001,0.796542370686678,-0.08196999132633209,0.8820095818217207,0.6099699485201796,-0.08525200933218002,0.6237180872661311,0.4826958333076883,-0.08333301544189453,0.36204003124702266,0.4064884399499546,-0.07256033271551132,0.8554664704857803,0.48635592580843373,0.022023282945156097,0.7234195034678389,0.3009061412650998,-9.956264693755656e-05,0.6003689126270574,0.1901644344757251,-0.019263051450252533,0.49041905926495066,0.08922674008110325,-0.03278558701276779,0.6473267601757515,0.4881464025887455,0.03581385314464569,0.6452545538181211,0.27641614545293214,0.0017846649279817939,0.639866730061973,0.15575330397661993,-0.025216640904545784,0.641883983844664,0.05630067516775692,-0.03563287854194641,0.4418066740036011,0.5288726368538138,0.032515376806259155,0.3073835896282661,0.3922844026602951,-0.06374528259038925,0.3868638393355579,0.5201975731622606,-0.0912175253033638,0.4712523861629207,0.6163874153329545,-0.07441243529319763,0.23852961237837628,0.5892214548020136,0.024338165298104286,0.12256521422688554,0.47208022937721233,-0.056415390223264694,0.20002145011250566,0.541442705469639,-0.06621966511011124,0.2816897717917838,0.6117021229420724,-0.052918754518032074
r,0.4958224296569824,0.9466929693479795,1.83400254627486e-06,0.7569641177937135,0.8708042067450446,-0.08247768878936768,0.8892219080089849,0.6975357596938675,-0.11742620915174484,0.7253525082000905,0.5672333047196672,-0.14767108857631683,0.4828869420929817,0.4969592029983933,-0.17453664541244507,0.7058287205669166,0.5023676640278584,-0.06429635733366013,0.7336055626303463,0.31785069285212336,-0.12608763575553894,0.7369981108412231,0.19855984159418055,-0.16092824935913086,0.7406503601936297,0.09687784555796031,-0.17697015404701233,0.49306499082489874,0.50960669646392,-0.06453661620616913,0.5410635673393638,0.295908547736503,-0.13646353781223297,0.604207044267385,0.16256984826680776,-0.172706738114357,0.6493815729173563,0.05183338716223433,-0.1812451034784317,0.2984320511252193,0.5598056638563002,-0.07357961684465408,0.3523107437090685,0.4698164398605759,-0.19224540889263153,0.4689956250163795,0.5986890277347049,-0.20410752296447754,0.5276463934257205,0.6990124083854057,-0.17182202637195587,0.11514931748815849,0.6409826149811616,-0.08618047833442688,0.2153064706231241,0.5606970271548709,-0.1829257607460022,0.3678721357873604,0.655032879597432,-0.17617441713809967,0.4448033456748488,0.7404455623111209,-0.14264151453971863
r,0.5829540444485968,0.9514020031980236,1.5049523653942742e-06,0.8427851426534813,0.8250339366590885,-0.08571745455265045,0.8908810961845867,0.6402950262474587,-0.10188134014606476,0.6674039030874241,0.5180971506611466,-0.11452364176511765,0.3955154179194786,0.4490446971200616,-0.12109164148569107,0.7742204879249275,0.4787574143665831,-0.005298330914229155,0.6801993886851732,0.3041525740757623,-0.04119629040360451,0.5673806494174722,0.18954400089390747,-0.07019495964050293,0.4510474338211827,0.08549409327299698,-0.09015722572803497,0.5602356841444304,0.484892546368377,0.00026811478892341256,0.5841480020704216,0.28510085640051175,-0.04939655214548111,0.5898494027846353,0.15689332344952753,-0.08297595381736755,0.5756182111175366,0.051560399172556066,-0.09500402212142944,0.3549431022985021,0.5334329531930596,-0.009096982888877392,0.2798418492578261,0.42560485805696846,-0.11813528835773468,0.39852069076879065,0.5517652687209341,-0.13864706456661224,0.479183689842011,0.6470430037554573,-0.11383972316980362,0.16007254243563007,0.6070966110814868,-0.023727430030703545,0.1171795083157843,0.5051282165605394,-0.11480831354856491,0.2454886622935034,0.5891943026686568,-0.11466324329376221,0.34176241752155667,0.6670466274251718,-0.0900634303689003
r,0.616694536101952,0.9500459602020815,1.473563884246687e-06,0.8506929954785979,0.832237487615541,-0.08870387822389603,0.888725178965022,0.6414521683094113,-0.10744717717170715,0.6524447323231215,0.5230851678577196,-0.12083785980939865,0.36353934480902855,0.4637706914305379,-0.12689228355884552,0.7766333537155323,0.4799077788064646,-0.013029312714934349,0.66982303576523,0.3049616468661207,-0.05846451222896576,0.5417287697952785,0.19165774525290002,-0.09267215430736542,0.40368273820769923,0.09030779387599738,-0.11458025127649307,0.5621637869416998,0.4890130582705949,-0.009713398292660713,0.565834629401732,0.29154610449029494,-0.06948807835578918,0.557320139381323,0.1655735667669804,-0.10763663053512573,0.5229623478450133,0.05316160168758659,-0.12058607488870621,0.3560505234793331,0.539023788708433,-0.02156379260122776,0.2726344928312837,0.4384444160362855,-0.13888536393642426,0.4060588204458858,0.5707173803363967,-0.15825194120407104,0.4888596507940399,0.6596668548978268,-0.1302410215139389,0.16143004010232648,0.6143048555043933,-0.0387677401304245,0.11684027414643362,0.5220462912428903,-0.13164561986923218,0.24590294816520777,0.6099284884233499,-0.12768898904323578,0.33199522736367215,0.6807586438280051,-0.09951671212911606
r,0.5206666515298086,0.9477532000155062,1.377112766931532e-06,0.8062607556173246,0.8423620713723673,-0.07468497008085251,0.8691222635034013,0.6360609879364838,-0.09385757893323898,0.5681274623087008,0.49964628606229217,-0.10734909027814865,0.24719433588524387,0.4161019351031329,-0.11560311913490295,0.8344393821611796,0.4877835763467325,-0.02898051217198372,0.7522507824309884,0.3003932424493738,-0.06662311404943466,0.6722884570082573,0.18421347978952768,-0.0892898216843605,0.5903689763317369,0.07786620404269244,-0.1058514192700386,0.5831238276337924,0.49794207650261957,-0.02877446822822094,0.6311081794843282,0.27757999961440627,-0.07667253166437149,0.6873558580058895,0.1590319027771821,-0.10049199312925339,0.708771235322299,0.056149412812413396,-0.10856124758720398,0.34670445363815516,0.5503727062328442,-0.039271868765354156,0.2646615995119696,0.40189985584568333,-0.15049238502979279,0.3857621526064938,0.531491114642169,-0.16304107010364532,0.4584794926316771,0.6282686310845452,-0.13763932883739471,0.14270780184497572,0.6358374544092127,-0.0526762530207634,0.15891226350444637,0.5385675713822649,-0.1600826531648636,0.3041497583258642,0.6447465767731537,-0.16490501165390015,0.381856088768946,0.7339177028552906,-0.14401409029960632
r,0.5182582062560243,0.9476091823062381,1.384549364047416e-06,0.8105785815746753,0.8344682899681297,-0.07627455145120621,0.8737158465695072,0.6272838334779481,-0.0970994085073471,0.5857444428778315,0.4905302872528901,-0.11299904435873032,0.2943176727790337,0.4073168870565054,-0.12392089515924454,0.768877159465443,0.49137693095851587,-0.03427537903189659,0.711192867972634,0.3066842388462376,-0.07755239307880402,0.6399119055116331,0.18833995767541833,-0.10138688236474991,0.5632272014370212,0.08211747311257027,-0.11722131818532944,0.5385801389619902,0.5030389180054535,-0.03271618112921715,0.5750541563157912,0.28298227464830555,-0.08738351613283157,0.6175993324874284,0.15987137781607139,-0.11331071704626083,0.6274765188043768,0.05578095945152076,-0.12232033908367157,0.32095762042256143,0.5540042078172839,-0.04182055592536926,0.2743191533274465,0.4064665059785585,-0.15541891753673553,0.40953693451819484,0.5263476526415026,-0.16772419214248657,0.48914946518935165,0.6245677303623509,-0.14217135310173035,0.13124238361011853,0.6347367338232092,-0.053933244198560715,0.18407106399536133,0.5373270215214909,-0.15967226028442383,0.3538758723766773,0.6342559659803236,-0.1647263616323471,0.4485902074095491,0.7243612418303619,-0.14409226179122925
r,0.639076904432308,0.946058249991873,1.1934446320083225e-06,0.8690359973343167,0.8052232291387476,-0.11150433868169785,0.8643241972612912,0.6198640569396641,-0.11470948159694672,0.6056198650563257,0.4946787538735763,-0.10534316301345825,0.36244942027436206,0.39304263047550037,-0.08366312831640244,0.8818334319887782,0.4522193851678268,0.01890966296195984,0.7511629804351626,0.27024961165759875,0.0011067624436691403,0.632273933591222,0.16080476149268771,-0.01504530943930149,0.5212947405301608,0.06502764510071796,-0.026043163612484932,0.6616984542304948,0.45864781089451,0.04935332387685776,0.6704804403542062,0.2565574205440024,0.020923931151628494,0.6494881782306017,0.14385109491970227,-0.007497134618461132,0.646969123704899,0.05443202056314634,-0.01844177395105362,0.4522752423258223,0.5068448069302932,0.05786297842860222,0.30564344281980976,0.39015229111132416,-0.039190784096717834,0.3696031062560674,0.5081311334734377,-0.08503057807683945,0.46136928874360034,0.5914011545803236,-0.079353928565979,0.25688000120354826,0.574538352696792,0.05990517511963844,0.1233184774951822,0.47049815369688947,-0.02324824407696724,0.1912775067888068,0.5287383380143539,-0.048023663461208344,0.2799095430317715,0.5887204356815504,-0.04538649320602417
r,0.630296081966824,0.9460431376656333,1.3875396689400077e-06,0.8592344760894776,0.7979293288765373,-0.08706589043140411,0.8897095362345377,0.6150362098610008,-0.10512379556894302,0.6131475607554118,0.4832733961252066,-0.11710762977600098,0.35850088861253526,0.40660721653110377,-0.12147746980190277,0.8263238377041286,0.48052031653267996,-0.01450011320412159,0.7183305528428819,0.2920838673036177,-0.03924458101391792,0.6157802316877578,0.18350108704724155,-0.057704757899045944,0.5127202908198039,0.08378812474208874,-0.07642705738544464,0.6033505439758301,0.47864699494707713,-0.003185889683663845,0.599616511662801,0.26781577068370777,-0.03528779000043869,0.613793675104777,0.15435529999680572,-0.06095825135707855,0.6204503218332926,0.05699650009909829,-0.08026126772165298,0.3994580215877957,0.5187877757208688,-0.006181713659316301,0.2524316416846381,0.3381683446548797,-0.09427157044410706,0.3289324813418918,0.42110368838677037,-0.12136414647102356,0.40417162312401667,0.5144087010687524,-0.11773015558719635,0.20431857373979356,0.5881587725419265,-0.01452880073338747,0.11293266614278158,0.448730244741335,-0.1023760735988617,0.2154651721318563,0.48625316986670863,-0.1236209124326706,0.3128295580546061,0.5617103576660156,-0.12384676933288574
r,0.6437664089780866,0.947590804554786,1.2919334722027997e-06,0.8608118461840081,0.812176392578624,-0.09610892087221146,0.8770328348333185,0.6263621769419159,-0.09992419928312302,0.6296810728130918,0.4987369064414209,-0.09569241851568222,0.3761504404472582,0.40912364549143115,-0.08119554817676544,0.8802604444099195,0.47505330129930046,0.020998138934373856,0.740261054761482,0.29559771566365006,0.0036067613400518894,0.6078050844597094,0.18687364645809829,-0.012327945791184902,0.4775441545428652,0.09148712346599278,-0.02410249039530754,0.658134379531398,0.47937920177989823,0.044485051184892654,0.6684225024599018,0.2740082312020034,0.011773932725191116,0.6629079529733369,0.15167305969737208,-0.01643456146121025,0.6605778087269176,0.05666791304580522,-0.026675159111618996,0.45315819653597744,0.5245249615703031,0.049170155078172684,0.303482046994296,0.3985157402724596,-0.04465314373373985,0.3751489379189231,0.5097824429296343,-0.08111650496721268,0.4664461309259588,0.5989111684648477,-0.07024198770523071,0.25899306788589016,0.5873726836991895,0.047991134226322174,0.12385380484841087,0.4746436371140649,-0.032960742712020874,0.1925546964009603,0.5289183923269163,-0.05205555632710457,0.28325591520829635,0.5902309781524077,-0.045239731669425964
r,0.5692953012757382,0.9500324477372886,1.5420544059452368e-06,0.8333565394083658,0.8326814277784819,-0.08851754665374756,0.8907833584284378,0.6505372166330274,-0.10706815868616104,0.67114919996531,0.5288852589730998,-0.12157835811376572,0.3899440495981335,0.46852986867191226,-0.13038872182369232,0.7678034184342724,0.4883952929470072,-0.015173638239502907,0.684928312139996,0.3175300095827525,-0.05744336545467377,0.5803946963811325,0.2030450175433365,-0.08885039389133453,0.47186049768480204,0.0978930891318479,-0.1100834533572197,0.5503550330124333,0.49014051087940014,-0.009372134692966938,0.5857799928740594,0.29031468044407194,-0.06642727553844452,0.6009320997248935,0.16091841110443036,-0.10249177366495132,0.5967103397778872,0.05184379182092409,-0.11523771286010742,0.3446329353892871,0.5362358918323469,-0.01809712126851082,0.28928446635014593,0.4367503707342172,-0.13163550198078156,0.4080087020572296,0.5625405590649476,-0.15077129006385803,0.4879319977625615,0.6554524613397419,-0.12403671443462372,0.1535248864168501,0.6074283468814297,-0.03235647454857826,0.11743780987410896,0.5151440981993541,-0.1240922212600708,0.24678952006970423,0.5967297226418066,-0.12290909886360168,0.3403499544003589,0.6698566441620882,-0.09734191000461578
r,0.5658859042234199,0.9495264270637609,1.4759556279386743e-06,0.8252785261287245,0.8314349283145953,-0.08213832974433899,0.8867185781168383,0.6523782899108114,-0.09690195322036743,0.6622826942177706,0.5327520394627052,-0.10793421417474747,0.38404869756033255,0.46199233260335804,-0.11177393049001694,0.8262462006058804,0.49108477121667016,-0.0013541540829464793,0.7360444124354872,0.3157580858544458,-0.04198110103607178,0.6231150959813317,0.2024939446509639,-0.07272160798311234,0.5047454002291657,0.10137827879265894,-0.0917712077498436,0.6069598807845005,0.4917728351641305,0.001908395905047655,0.6400243792422983,0.28951547357100477,-0.05139824002981186,0.6439348597859227,0.16273067510580716,-0.08720684051513672,0.6310524940490723,0.052427613433403304,-0.09850136935710907,0.390205510826998,0.533862466449979,-0.009699009358882904,0.29129160282223726,0.43226745098452024,-0.12181107699871063,0.3925240622010342,0.5603470886809916,-0.14388160407543182,0.46884753260501594,0.6498643319818038,-0.11799658089876175,0.1824900466342305,0.6015796806238874,-0.02608788013458252,0.11851963885994844,0.508477587639531,-0.11795087158679962,0.23369930788528087,0.5969950422455993,-0.11705461889505386,0.32693268531976744,0.6703368826757503,-0.0905296728014946
r,0.5826768231538176,0.9445950502759954,1.1240502999498858e-06,0.8380709513564782,0.8015781252571706,-0.07170960307121277,0.8805346167160689,0.613126387756862,-0.07321801781654358,0.6282178434126217,0.47908217183659585,-0.07193751633167267,0.37109225513013594,0.3969252055950379,-0.06291957199573517,0.8493948099803339,0.48438122567166103,0.02768978849053383,0.7377670849759155,0.2974784052773808,0.007520346436649561,0.6263676859849802,0.18453183937608525,-0.010430959053337574,0.5227160132004439,0.08175747582081998,-0.02407277747988701,0.6401122976665848,0.4855662865585156,0.036397743970155716,0.6581946647971686,0.2772808356231518,0.0031608424615114927,0.6726636008982279,0.16117726617984557,-0.023615865036845207,0.6849769697598884,0.05869322412469414,-0.0345967672765255,0.43732749611322136,0.5249897362141127,0.02965468540787697,0.31457403393610855,0.3906357770555475,-0.06237160414457321,0.3951883286786226,0.5121908777215508,-0.08518173545598984,0.47182973615962304,0.6015540455164534,-0.06756424158811569,0.23586401617600142,0.5843337948402662,0.018640542402863503,0.12529484040898048,0.46564718444695635,-0.05831173062324524,0.2043346949150226,0.5314461917019961,-0.06426019221544266,0.28623030668387384,0.5951306069834849,-0.04936903342604637
